CustomerID,min_recency,max_recency,frequency,monetary_value,r_quartile,f_quartile,m_quartile,RFMScore,Segmented
13534,2.0,358.0,25,5756.780000000001,1,1,1,111,Best Customer
13536,1.0,75.0,7,3444.39,1,1,1,111,Best Customer
13538,43.0,315.0,7,1280.85,2,1,2,212,Potential Customer
13539,85.0,309.0,3,631.3399999999999,3,2,3,323,Potential Customer
13544,39.0,240.0,2,276.06000000000006,2,3,4,234,Need More Treatment
13546,12.0,200.0,3,621.09,1,2,3,123,Potential Customer
13548,96.0,243.0,2,678.1599999999999,3,3,2,332,Need More Treatment
13549,25.0,242.0,7,918.1999999999999,2,1,2,212,Potential Customer
13551,319.0,319.0,1,91.80000000000001,4,4,4,444,Lost Cheap Customer
13552,66.0,315.0,12,3673.480000000001,3,1,1,311,Almost Lost Customer
13555,73.0,201.0,4,4098.879999999999,3,2,1,321,Potential Big Spender
13557,28.0,280.0,2,584.06,2,3,3,233,Need More Treatment
13558,5.0,68.0,4,594.52,1,2,3,123,Potential Customer
13560,7.0,7.0,1,171.42000000000004,1,4,4,144,Need More Treatment
13561,215.0,215.0,1,141.86,4,4,4,444,Lost Cheap Customer
13562,81.0,245.0,3,1799.33,3,2,1,321,Potential Big Spender
13563,84.0,140.0,2,777.53,3,3,2,332,Need More Treatment
13564,354.0,368.0,2,1174.0299999999997,4,3,2,432,Need More Treatment
13565,19.0,334.0,2,240.22000000000003,2,3,4,234,Need More Treatment
13566,40.0,82.0,2,856.84,2,3,2,232,Need More Treatment
13568,173.0,173.0,1,187.05000000000004,4,4,4,444,Lost Cheap Customer
13569,17.0,367.0,2,337.11999999999995,1,3,3,133,Need More Treatment
13570,243.0,243.0,1,239.49000000000004,4,4,4,444,Lost Cheap Customer
13571,12.0,253.0,12,2088.94,1,1,1,111,Best Customer
13572,205.0,205.0,1,1384.25,4,4,2,442,Need More Treatment
13573,50.0,253.0,2,290.25,2,3,4,234,Need More Treatment
13575,23.0,176.0,5,732.0699999999999,2,2,2,222,Normal Customer
13576,10.0,373.0,18,6706.6900000000005,1,1,1,111,Best Customer
13577,25.0,241.0,4,1687.6,2,2,1,221,Potential Big Spender
13579,14.0,369.0,2,467.03999999999996,1,3,3,133,Need More Treatment
13581,309.0,309.0,1,117.99999999999999,4,4,4,444,Lost Cheap Customer
13583,155.0,155.0,1,781.0300000000002,4,4,2,442,Need More Treatment
13584,306.0,306.0,1,142.40000000000003,4,4,4,444,Lost Cheap Customer
13587,63.0,63.0,1,347.00000000000006,3,4,3,343,Need More Treatment
13588,15.0,255.0,9,2461.25,1,1,1,111,Best Customer
13589,14.0,179.0,2,379.65,1,3,3,133,Need More Treatment
13590,11.0,303.0,6,1977.77,1,1,1,111,Best Customer
13591,64.0,266.0,3,1117.1299999999997,3,2,2,322,Potential Customer
13592,35.0,264.0,4,247.96000000000004,2,2,4,224,Potential Customer
13593,108.0,336.0,5,1965.08,3,2,1,321,Potential Big Spender
13594,52.0,52.0,1,396.96999999999997,3,4,3,343,Need More Treatment
13596,5.0,12.0,2,664.1099999999999,1,3,2,132,Need More Treatment
13598,47.0,47.0,1,160.04000000000008,2,4,4,244,Need More Treatment
13599,1.0,366.0,21,5064.880000000001,1,1,1,111,Best Customer
13600,312.0,312.0,1,219.51999999999998,4,4,4,444,Lost Cheap Customer
13601,45.0,211.0,2,693.3199999999999,2,3,2,232,Need More Treatment
13602,64.0,64.0,1,428.88999999999993,3,4,3,343,Need More Treatment
13603,26.0,26.0,1,164.34,2,4,4,244,Need More Treatment
13606,29.0,311.0,3,276.75,2,2,4,224,Potential Customer
13607,40.0,40.0,1,675.5099999999996,2,4,2,242,Need More Treatment
13610,12.0,285.0,7,1065.88,1,1,2,112,Need More Treatment
13611,89.0,359.0,3,1141.65,3,2,2,322,Potential Customer
13614,24.0,330.0,4,1585.4599999999998,2,2,2,222,Normal Customer
13615,318.0,318.0,1,399.9900000000001,4,4,3,443,Need More Treatment
13617,40.0,180.0,3,544.1800000000001,2,2,3,223,Potential Customer
13618,173.0,173.0,1,177.34000000000003,4,4,4,444,Lost Cheap Customer
13621,116.0,116.0,1,213.85,3,4,4,344,Need More Treatment
13623,30.0,297.0,5,717.7900000000001,2,2,2,222,Normal Customer
13626,252.0,252.0,1,257.22999999999996,4,4,4,444,Lost Cheap Customer
13627,59.0,357.0,5,1624.02,3,2,1,321,Potential Big Spender
13629,23.0,338.0,11,7792.360000000001,2,1,1,211,Potential Big Spender
13630,5.0,285.0,7,2007.1299999999999,1,1,1,111,Best Customer
13631,99.0,267.0,11,3021.7700000000004,3,1,1,311,Almost Lost Customer
13632,24.0,243.0,5,2114.68,2,2,1,221,Potential Big Spender
13634,33.0,327.0,5,1547.3599999999997,2,2,2,222,Normal Customer
13635,67.0,67.0,1,1071.0300000000002,3,4,2,342,Need More Treatment
13636,36.0,285.0,5,941.6200000000001,2,2,2,222,Normal Customer
13637,52.0,226.0,3,803.0499999999998,3,2,2,322,Potential Customer
13638,15.0,15.0,1,122.64000000000001,1,4,4,144,Need More Treatment
13639,74.0,74.0,1,1033.3400000000001,3,4,2,342,Need More Treatment
13642,215.0,215.0,1,312.28,4,4,3,443,Need More Treatment
13643,31.0,185.0,3,519.44,2,2,3,223,Potential Customer
13644,16.0,105.0,4,2597.5200000000004,1,2,1,121,Potential Big Spender
13645,120.0,120.0,1,252.1,3,4,4,344,Need More Treatment
13647,9.0,234.0,4,1640.22,1,2,1,121,Potential Big Spender
13649,256.0,366.0,2,346.6,4,3,3,433,Need More Treatment
13650,16.0,267.0,6,1805.74,1,1,1,111,Best Customer
13651,39.0,39.0,1,79.2,2,4,4,244,Need More Treatment
13652,45.0,368.0,3,1095.08,2,2,2,222,Normal Customer
13654,43.0,273.0,6,2707.3299999999995,2,1,1,211,Potential Big Spender
13655,114.0,241.0,2,932.97,3,3,2,332,Need More Treatment
13656,164.0,337.0,2,379.6500000000001,4,3,3,433,Need More Treatment
13657,10.0,201.0,2,382.14,1,3,3,133,Need More Treatment
13658,9.0,204.0,5,2421.4700000000003,1,2,1,121,Potential Big Spender
13659,205.0,320.0,2,1544.25,4,3,2,432,Need More Treatment
13662,85.0,259.0,3,862.71,3,2,2,322,Potential Customer
13663,179.0,179.0,1,189.47,4,4,4,444,Lost Cheap Customer
13666,60.0,287.0,3,84.65,3,2,4,324,Potential Customer
13667,149.0,149.0,1,299.04999999999984,4,4,3,443,Need More Treatment
13668,2.0,362.0,21,6244.460000000001,1,1,1,111,Best Customer
13669,50.0,149.0,2,218.54999999999998,2,3,4,234,Need More Treatment
13670,75.0,75.0,1,349.70000000000016,3,4,3,343,Need More Treatment
13672,301.0,332.0,2,124.26,4,3,4,434,Need More Treatment
13673,18.0,32.0,2,387.44,2,3,3,233,Need More Treatment
13675,151.0,284.0,2,486.82,4,3,3,433,Need More Treatment
13678,151.0,151.0,1,232.60000000000005,4,4,4,444,Lost Cheap Customer
13680,1.0,339.0,4,2289.0099999999998,1,2,1,121,Potential Big Spender
13681,17.0,155.0,4,827.83,1,2,2,122,Potential Customer
13682,187.0,187.0,1,59.5,4,4,4,444,Lost Cheap Customer
13684,285.0,285.0,1,62.129999999999995,4,4,4,444,Lost Cheap Customer
13685,2.0,60.0,7,3119.4400000000005,1,1,1,111,Best Customer
13686,182.0,182.0,1,72.0,4,4,4,444,Lost Cheap Customer
13689,63.0,63.0,1,910.0,3,4,2,342,Need More Treatment
13690,59.0,59.0,1,172.25,3,4,4,344,Need More Treatment
13692,24.0,236.0,3,1473.3700000000003,2,2,2,222,Normal Customer
13694,3.0,373.0,50,63355.46,1,1,1,111,Best Customer
13695,31.0,259.0,15,2504.13,2,1,1,211,Potential Big Spender
13697,38.0,38.0,1,151.3,2,4,4,244,Need More Treatment
13699,155.0,155.0,1,308.58,4,4,3,443,Need More Treatment
13700,26.0,327.0,10,2248.63,2,1,1,211,Potential Big Spender
13703,318.0,318.0,1,99.5,4,4,4,444,Lost Cheap Customer
13704,5.0,88.0,9,2295.3099999999995,1,1,1,111,Best Customer
13705,7.0,373.0,3,711.86,1,2,2,122,Potential Customer
13706,302.0,302.0,1,330.78999999999996,4,4,3,443,Need More Treatment
13707,267.0,315.0,2,806.4099999999999,4,3,2,432,Need More Treatment
13708,271.0,271.0,1,283.3299999999999,4,4,4,444,Lost Cheap Customer
13709,3.0,315.0,13,6255.959999999998,1,1,1,111,Best Customer
13710,31.0,31.0,1,180.48000000000002,2,4,4,244,Need More Treatment
13711,218.0,218.0,2,252.06,4,3,4,434,Need More Treatment
13712,246.0,246.0,1,228.83999999999997,4,4,4,444,Lost Cheap Customer
13715,281.0,372.0,5,1051.99,4,2,2,422,Potential Customer
13716,269.0,269.0,1,138.28,4,4,4,444,Lost Cheap Customer
13717,32.0,298.0,6,1432.26,2,1,2,212,Potential Customer
13718,246.0,295.0,2,306.55,4,3,3,433,Need More Treatment
13719,15.0,234.0,5,1041.68,1,2,2,122,Potential Customer
13720,116.0,254.0,4,799.9000000000001,3,2,2,322,Potential Customer
13721,36.0,36.0,1,524.14,2,4,3,243,Need More Treatment
13722,131.0,282.0,3,2369.1600000000008,3,2,1,321,Potential Big Spender
13723,217.0,217.0,1,199.85000000000002,4,4,4,444,Lost Cheap Customer
13725,49.0,308.0,8,1882.36,2,1,1,211,Potential Big Spender
13726,38.0,100.0,2,1079.6599999999999,2,3,2,232,Need More Treatment
13727,28.0,33.0,2,333.48,2,3,3,233,Need More Treatment
13728,36.0,310.0,6,1016.1400000000001,2,1,2,212,Potential Customer
13730,135.0,161.0,2,752.6000000000001,3,3,2,332,Need More Treatment
13731,219.0,246.0,2,610.5899999999999,4,3,3,433,Need More Treatment
13732,28.0,28.0,1,491.86,2,4,3,243,Need More Treatment
13735,24.0,234.0,4,2802.69,2,2,1,221,Potential Big Spender
13736,5.0,260.0,2,729.7999999999998,1,3,2,132,Need More Treatment
13737,200.0,200.0,1,339.59999999999997,4,4,3,443,Need More Treatment
13739,18.0,18.0,1,216.9,2,4,4,244,Need More Treatment
13740,240.0,240.0,1,350.75,4,4,3,443,Need More Treatment
13741,71.0,217.0,3,666.33,3,2,2,322,Potential Customer
13742,16.0,320.0,12,3079.2699999999995,1,1,1,111,Best Customer
13743,2.0,259.0,7,1341.6,1,1,2,112,Need More Treatment
13744,95.0,292.0,2,1080.52,3,3,2,332,Need More Treatment
13745,162.0,162.0,1,291.53999999999996,4,4,4,444,Lost Cheap Customer
13747,373.0,373.0,1,79.6,4,4,4,444,Lost Cheap Customer
13748,95.0,373.0,5,948.2499999999999,3,2,2,322,Potential Customer
13750,53.0,336.0,5,1647.2600000000002,3,2,1,321,Potential Big Spender
13751,288.0,288.0,1,296.24999999999994,4,4,4,444,Lost Cheap Customer
13752,124.0,246.0,6,1175.38,3,1,2,312,Need More Treatment
13753,287.0,287.0,1,741.26,4,4,2,442,Need More Treatment
13754,151.0,317.0,2,282.6,4,3,4,434,Need More Treatment
13755,3.0,63.0,9,2101.3899999999994,1,1,1,111,Best Customer
13756,2.0,367.0,14,5189.52,1,1,1,111,Best Customer
13758,11.0,373.0,7,3190.55,1,1,1,111,Best Customer
13759,33.0,71.0,2,659.41,2,3,2,232,Need More Treatment
13760,54.0,256.0,2,286.78999999999996,3,3,4,334,Need More Treatment
13761,50.0,179.0,2,1070.65,2,3,2,232,Need More Treatment
13762,218.0,218.0,1,0.0,4,4,4,444,Lost Cheap Customer
13763,63.0,63.0,1,1714.9599999999998,3,4,1,341,Need More Treatment
13764,70.0,337.0,3,1516.42,3,2,2,322,Potential Customer
13767,2.0,373.0,37,17173.91,1,1,1,111,Best Customer
13769,2.0,367.0,10,2781.8199999999997,1,1,1,111,Best Customer
13771,64.0,247.0,4,2631.7,3,2,1,321,Potential Big Spender
13772,33.0,239.0,3,1122.63,2,2,2,222,Normal Customer
13774,81.0,81.0,1,344.99999999999994,3,4,3,343,Need More Treatment
13777,0.0,373.0,33,25884.199999999997,1,1,1,111,Best Customer
13778,103.0,103.0,1,178.7,3,4,4,344,Need More Treatment
13780,7.0,170.0,2,360.01000000000005,1,3,3,133,Need More Treatment
13781,250.0,250.0,1,127.84000000000002,4,4,4,444,Lost Cheap Customer
13782,12.0,327.0,6,908.8600000000001,1,1,2,112,Need More Treatment
13784,9.0,332.0,11,2462.79,1,1,1,111,Best Customer
13786,367.0,367.0,1,230.4,4,4,4,444,Lost Cheap Customer
13787,75.0,364.0,2,309.04,3,3,3,333,Need More Treatment
13790,4.0,4.0,1,348.79999999999995,1,4,3,143,Need More Treatment
13791,127.0,168.0,2,1348.6999999999998,3,3,2,332,Need More Treatment
13792,66.0,287.0,2,195.55,3,3,4,334,Need More Treatment
13798,1.0,372.0,57,37087.36000000001,1,1,1,111,Best Customer
13799,116.0,294.0,2,688.8599999999999,3,3,2,332,Need More Treatment
13800,309.0,309.0,1,558.3199999999997,4,4,3,443,Need More Treatment
13801,66.0,66.0,1,324.79999999999995,3,4,3,343,Need More Treatment
13802,138.0,311.0,3,4324.42,3,2,1,321,Potential Big Spender
13803,255.0,255.0,1,277.07000000000005,4,4,4,444,Lost Cheap Customer
13804,30.0,289.0,7,2588.39,2,1,1,211,Potential Big Spender
13805,52.0,129.0,2,924.5999999999999,3,3,2,332,Need More Treatment
13806,63.0,63.0,1,256.38,3,4,4,344,Need More Treatment
13807,367.0,367.0,1,112.6,4,4,4,444,Lost Cheap Customer
13808,5.0,96.0,5,1747.6599999999999,1,2,1,121,Potential Big Spender
13809,305.0,305.0,1,155.05,4,4,4,444,Lost Cheap Customer
13810,28.0,56.0,2,827.51,2,3,2,232,Need More Treatment
13811,183.0,239.0,2,519.75,4,3,3,433,Need More Treatment
13812,42.0,105.0,3,484.99999999999994,2,2,3,223,Potential Customer
13813,39.0,134.0,4,1155.41,2,2,2,222,Normal Customer
13814,92.0,137.0,2,1562.12,3,3,2,332,Need More Treatment
13815,22.0,318.0,4,3654.9100000000003,2,2,1,221,Potential Big Spender
13816,23.0,64.0,2,485.95000000000005,2,3,3,233,Need More Treatment
13817,29.0,351.0,2,328.9800000000001,2,3,3,233,Need More Treatment
13819,301.0,319.0,3,1140.35,4,2,2,422,Potential Customer
13821,144.0,261.0,2,385.63999999999993,4,3,3,433,Need More Treatment
13822,5.0,40.0,2,632.0,1,3,3,133,Need More Treatment
13823,18.0,91.0,2,957.66,2,3,2,232,Need More Treatment
13824,32.0,310.0,5,1698.9399999999996,2,2,1,221,Potential Big Spender
13826,176.0,176.0,1,179.55,4,4,4,444,Lost Cheap Customer
13827,57.0,143.0,3,409.8,3,2,3,323,Potential Customer
13828,22.0,22.0,1,209.49000000000004,2,4,4,244,Need More Treatment
13831,16.0,369.0,6,2198.45,1,1,1,111,Best Customer
13832,19.0,19.0,1,40.949999999999996,2,4,4,244,Need More Treatment
13833,159.0,159.0,1,383.8499999999999,4,4,3,443,Need More Treatment
13835,25.0,215.0,4,834.5700000000002,2,2,2,222,Normal Customer
13837,211.0,317.0,2,266.59000000000003,4,3,4,434,Need More Treatment
13838,5.0,369.0,4,674.8199999999999,1,2,2,122,Potential Customer
13841,252.0,252.0,1,85.0,4,4,4,444,Lost Cheap Customer
13842,58.0,366.0,9,3385.6200000000003,3,1,1,311,Almost Lost Customer
13844,11.0,11.0,1,361.62,1,4,3,143,Need More Treatment
13845,64.0,64.0,1,312.98,3,4,3,343,Need More Treatment
13846,24.0,360.0,3,853.4600000000002,2,2,2,222,Normal Customer
13848,92.0,366.0,3,1255.0,3,2,2,322,Potential Customer
13849,51.0,170.0,2,1537.9499999999998,3,3,2,332,Need More Treatment
13850,129.0,129.0,1,1586.8099999999997,3,4,2,342,Need More Treatment
13851,95.0,288.0,3,2651.4600000000005,3,2,1,321,Potential Big Spender
13853,57.0,57.0,1,1056.94,3,4,2,342,Need More Treatment
13854,8.0,365.0,25,8045.820000000001,1,1,1,111,Best Customer
13856,168.0,203.0,3,369.75,4,2,3,423,Potential Customer
13858,57.0,57.0,1,216.16999999999996,3,4,4,344,Need More Treatment
13859,326.0,326.0,1,201.16,4,4,4,444,Lost Cheap Customer
13860,1.0,86.0,5,1239.9999999999998,1,2,2,122,Potential Customer
13862,18.0,332.0,8,2187.31,2,1,1,211,Potential Big Spender
13863,247.0,247.0,1,299.56000000000006,4,4,3,443,Need More Treatment
13865,58.0,289.0,4,501.55999999999995,3,2,3,323,Potential Customer
13866,74.0,74.0,1,145.67,3,4,4,344,Need More Treatment
13867,31.0,218.0,3,1005.0900000000001,2,2,2,222,Normal Customer
13868,7.0,38.0,2,3192.54,1,3,1,131,Potential Big Spender
13869,123.0,357.0,4,3083.6499999999987,3,2,1,321,Potential Big Spender
13870,2.0,287.0,8,2751.25,1,1,1,111,Best Customer
13871,22.0,308.0,13,6403.250000000001,2,1,1,211,Potential Big Spender
13873,119.0,309.0,3,381.70000000000005,3,2,3,323,Potential Customer
13874,358.0,358.0,1,540.45,4,4,3,443,Need More Treatment
13875,53.0,301.0,5,1786.79,3,2,1,321,Potential Big Spender
13876,63.0,63.0,1,122.69999999999999,3,4,4,344,Need More Treatment
13877,86.0,86.0,1,117.24000000000001,3,4,4,344,Need More Treatment
13878,54.0,54.0,1,1271.57,3,4,2,342,Need More Treatment
13880,21.0,367.0,13,3219.77,2,1,1,211,Potential Big Spender
13881,3.0,311.0,20,17091.519999999997,1,1,1,111,Best Customer
13882,2.0,64.0,5,1131.28,1,2,2,122,Potential Customer
13883,10.0,253.0,5,2584.15,1,2,1,121,Potential Big Spender
13884,7.0,283.0,5,781.3000000000001,1,2,2,122,Potential Customer
13885,189.0,200.0,2,506.80000000000007,4,3,3,433,Need More Treatment
13886,71.0,71.0,1,243.56000000000003,3,4,4,344,Need More Treatment
13887,204.0,204.0,1,349.54999999999995,4,4,3,443,Need More Treatment
13888,119.0,218.0,2,595.6700000000001,3,3,3,333,Need More Treatment
13889,92.0,92.0,1,416.9,3,4,3,343,Need More Treatment
13890,1.0,358.0,10,1865.8100000000002,1,1,1,111,Best Customer
13892,26.0,246.0,4,632.97,2,2,3,223,Potential Customer
13893,297.0,297.0,1,821.1,4,4,2,442,Need More Treatment
13894,23.0,310.0,3,543.47,2,2,3,223,Potential Customer
13895,28.0,164.0,4,2588.12,2,2,1,221,Potential Big Spender
13897,50.0,50.0,1,311.15999999999997,2,4,3,243,Need More Treatment
13898,325.0,325.0,1,155.93,4,4,4,444,Lost Cheap Customer
13899,16.0,274.0,2,388.52000000000004,1,3,3,133,Need More Treatment
13900,183.0,262.0,3,740.95,4,2,2,422,Potential Customer
13901,72.0,318.0,5,2867.2000000000007,3,2,1,321,Potential Big Spender
13904,37.0,294.0,2,332.63999999999993,2,3,3,233,Need More Treatment
13908,79.0,276.0,4,2311.9,3,2,1,321,Potential Big Spender
13911,57.0,308.0,9,2580.9100000000003,3,1,1,311,Almost Lost Customer
13914,11.0,36.0,2,613.95,1,3,3,133,Need More Treatment
13917,49.0,191.0,2,272.03999999999996,2,3,4,234,Need More Treatment
13918,49.0,253.0,2,1212.84,2,3,2,232,Need More Treatment
13919,59.0,121.0,2,317.06,3,3,3,333,Need More Treatment
13922,351.0,351.0,1,172.24999999999997,4,4,4,444,Lost Cheap Customer
13923,53.0,53.0,1,351.13000000000005,3,4,3,343,Need More Treatment
13924,1.0,72.0,6,1770.86,1,1,1,111,Best Customer
13925,92.0,134.0,4,665.5,3,2,2,322,Potential Customer
13926,23.0,23.0,1,223.85000000000002,2,4,4,244,Need More Treatment
13927,74.0,74.0,1,348.99,3,4,3,343,Need More Treatment
13928,10.0,133.0,4,464.57000000000005,1,2,3,123,Potential Customer
13929,169.0,326.0,2,802.8499999999999,4,3,2,432,Need More Treatment
13930,57.0,136.0,2,337.3399999999999,3,3,3,333,Need More Treatment
13931,95.0,280.0,2,1230.9300000000007,3,3,2,332,Need More Treatment
13932,294.0,294.0,1,307.4,4,4,3,443,Need More Treatment
13933,109.0,148.0,2,608.79,3,3,3,333,Need More Treatment
13934,263.0,263.0,1,922.0999999999997,4,4,2,442,Need More Treatment
13936,179.0,179.0,1,361.28,4,4,3,443,Need More Treatment
13937,169.0,169.0,1,158.85,4,4,4,444,Lost Cheap Customer
13938,35.0,35.0,1,71.66,2,4,4,244,Need More Treatment
13939,23.0,311.0,3,556.75,2,2,3,223,Potential Customer
13940,17.0,144.0,4,839.14,1,2,2,122,Potential Customer
13941,21.0,372.0,5,5037.360000000001,2,2,1,221,Potential Big Spender
13946,79.0,267.0,3,561.5699999999999,3,2,3,323,Potential Customer
13947,65.0,65.0,1,90.6,3,4,4,344,Need More Treatment
13948,360.0,360.0,1,101.99999999999999,4,4,4,444,Lost Cheap Customer
13949,2.0,94.0,6,2427.32,1,1,1,111,Best Customer
13950,11.0,246.0,4,728.56,1,2,2,122,Potential Customer
13951,176.0,294.0,3,674.4499999999999,4,2,2,422,Potential Customer
13952,217.0,238.0,2,3246.0899999999997,4,3,1,431,Potential Big Spender
13953,7.0,352.0,7,3515.6800000000003,1,1,1,111,Best Customer
13954,1.0,70.0,2,378.59000000000003,1,3,3,133,Need More Treatment
13955,154.0,305.0,2,322.96000000000004,4,3,3,433,Need More Treatment
13956,5.0,271.0,5,1019.27,1,2,2,122,Potential Customer
13959,79.0,362.0,3,594.04,3,2,3,323,Potential Customer
13960,21.0,71.0,2,230.22,2,3,4,234,Need More Treatment
13962,21.0,245.0,2,169.55,2,3,4,234,Need More Treatment
13963,308.0,367.0,4,664.54,4,2,2,422,Potential Customer
13967,145.0,145.0,1,80.7,4,4,4,444,Lost Cheap Customer
13969,7.0,365.0,18,9002.32,1,1,1,111,Best Customer
13971,18.0,285.0,8,2710.1200000000003,2,1,1,211,Potential Big Spender
13972,70.0,201.0,2,190.25000000000003,3,3,4,334,Need More Treatment
13973,287.0,287.0,1,264.7,4,4,4,444,Lost Cheap Customer
13974,49.0,49.0,1,413.59,2,4,3,243,Need More Treatment
13975,31.0,276.0,6,2461.24,2,1,1,211,Potential Big Spender
13976,206.0,206.0,1,357.9800000000001,4,4,3,443,Need More Treatment
13978,14.0,45.0,2,196.79,1,3,4,134,Need More Treatment
13979,73.0,73.0,1,869.8700000000001,3,4,2,342,Need More Treatment
13980,60.0,60.0,1,200.14000000000001,3,4,4,344,Need More Treatment
13982,39.0,365.0,4,1868.0599999999997,2,2,1,221,Potential Big Spender
13983,29.0,366.0,12,2603.43,2,1,1,211,Potential Big Spender
13984,26.0,366.0,5,488.03000000000003,2,2,3,223,Potential Customer
13985,4.0,264.0,15,7024.530000000002,1,1,1,111,Best Customer
13986,17.0,17.0,1,320.46000000000004,1,4,3,143,Need More Treatment
13988,19.0,254.0,6,4099.86,2,1,1,211,Potential Big Spender
13989,65.0,239.0,2,1266.08,3,3,2,332,Need More Treatment
13990,213.0,213.0,1,311.3,4,4,3,443,Need More Treatment
13991,12.0,143.0,6,851.8799999999999,1,1,2,112,Need More Treatment
13992,30.0,30.0,1,76.8,2,4,4,244,Need More Treatment
13993,42.0,330.0,9,3437.26,2,1,1,211,Potential Big Spender
13994,3.0,148.0,6,2274.14,1,1,1,111,Best Customer
13995,15.0,245.0,5,1383.49,1,2,2,122,Potential Customer
13999,10.0,361.0,12,3876.0600000000004,1,1,1,111,Best Customer
14000,211.0,211.0,1,633.71,4,4,3,443,Need More Treatment
14001,45.0,373.0,3,2043.08,2,2,1,221,Potential Big Spender
14002,134.0,156.0,2,529.73,3,3,3,333,Need More Treatment
14004,43.0,288.0,7,4582.64,2,1,1,211,Potential Big Spender
14005,9.0,215.0,5,2874.7200000000003,1,2,1,121,Potential Big Spender
14006,115.0,312.0,3,962.1899999999999,3,2,2,322,Potential Customer
14009,198.0,205.0,2,685.93,4,3,2,432,Need More Treatment
14012,277.0,277.0,1,328.8,4,4,3,443,Need More Treatment
14013,110.0,275.0,3,473.02,3,2,3,323,Potential Customer
14014,77.0,77.0,1,505.18000000000006,3,4,3,343,Need More Treatment
14015,52.0,52.0,1,917.34,3,4,2,342,Need More Treatment
14016,161.0,357.0,4,4278.46,4,2,1,421,Potential Big Spender
14019,46.0,138.0,3,1408.8600000000001,2,2,2,222,Normal Customer
14020,16.0,88.0,2,642.8,1,3,3,133,Need More Treatment
14021,155.0,256.0,3,631.9,4,2,3,423,Potential Customer
14022,225.0,225.0,1,440.0,4,4,3,443,Need More Treatment
14023,7.0,250.0,2,584.07,1,3,3,133,Need More Treatment
14024,121.0,124.0,2,327.7,3,3,3,333,Need More Treatment
14027,60.0,60.0,1,104.82000000000002,3,4,4,344,Need More Treatment
14029,63.0,144.0,2,467.65999999999997,3,3,3,333,Need More Treatment
14030,18.0,366.0,8,2358.84,2,1,1,211,Potential Big Spender
14031,7.0,372.0,19,15226.460000000003,1,1,1,111,Best Customer
14032,2.0,366.0,11,2941.48,1,1,1,111,Best Customer
14034,22.0,157.0,3,509.0899999999999,2,2,3,223,Potential Customer
14035,28.0,297.0,5,1428.02,2,2,2,222,Normal Customer
14036,284.0,284.0,1,626.6499999999999,4,4,3,443,Need More Treatment
14037,176.0,364.0,2,147.20000000000005,4,3,4,434,Need More Treatment
14038,78.0,207.0,3,1554.48,3,2,2,322,Potential Customer
14039,33.0,33.0,1,152.2,2,4,4,244,Need More Treatment
14040,40.0,331.0,12,3537.090000000001,2,1,1,211,Potential Big Spender
14041,266.0,266.0,1,141.41,4,4,4,444,Lost Cheap Customer
14044,26.0,309.0,4,646.4200000000001,2,2,3,223,Potential Customer
14045,109.0,373.0,4,1659.75,3,2,1,321,Potential Big Spender
14046,284.0,284.0,1,151.58999999999997,4,4,4,444,Lost Cheap Customer
14047,8.0,372.0,5,1299.3100000000002,1,2,2,122,Potential Customer
14048,305.0,305.0,1,386.32999999999987,4,4,3,443,Need More Treatment
14049,16.0,317.0,4,5576.17,1,2,1,121,Potential Big Spender
14050,31.0,106.0,2,746.36,2,3,2,232,Need More Treatment
14051,0.0,366.0,23,15590.49,1,1,1,111,Best Customer
14052,19.0,19.0,1,225.35999999999993,2,4,4,244,Need More Treatment
14053,124.0,159.0,2,260.25,3,3,4,334,Need More Treatment
14054,65.0,65.0,1,92.46,3,4,4,344,Need More Treatment
14055,106.0,106.0,1,725.6400000000001,3,4,2,342,Need More Treatment
14056,1.0,284.0,23,8147.66,1,1,1,111,Best Customer
14057,23.0,360.0,17,6141.1,2,1,1,211,Potential Big Spender
14059,266.0,266.0,1,183.59999999999997,4,4,4,444,Lost Cheap Customer
14060,4.0,372.0,19,6140.419999999999,1,1,1,111,Best Customer
14062,9.0,364.0,12,10464.850000000002,1,1,1,111,Best Customer
14064,29.0,274.0,5,1334.34,2,2,2,222,Normal Customer
14066,266.0,266.0,1,152.55,4,4,4,444,Lost Cheap Customer
14067,63.0,96.0,2,374.70000000000005,3,3,3,333,Need More Treatment
14068,320.0,320.0,1,265.85,4,4,4,444,Lost Cheap Customer
14071,3.0,264.0,8,1372.2900000000002,1,1,2,112,Need More Treatment
14073,32.0,32.0,1,139.54,2,4,4,244,Need More Treatment
14075,4.0,261.0,3,942.26,1,2,2,122,Potential Customer
14076,129.0,129.0,1,118.66999999999997,3,4,4,344,Need More Treatment
14077,40.0,274.0,5,499.41999999999996,2,2,3,223,Potential Customer
14078,101.0,373.0,6,1049.37,3,1,2,312,Need More Treatment
14079,124.0,124.0,1,375.09999999999997,3,4,3,343,Need More Treatment
14080,32.0,32.0,1,45.599999999999994,2,4,4,244,Need More Treatment
14081,302.0,369.0,2,891.7699999999998,4,3,2,432,Need More Treatment
14082,364.0,364.0,1,182.24999999999997,4,4,4,444,Lost Cheap Customer
14083,4.0,371.0,9,1002.9000000000001,1,1,2,112,Need More Treatment
14085,2.0,368.0,18,4421.29,1,1,1,111,Best Customer
14087,2.0,2.0,1,191.47,1,4,4,144,Need More Treatment
14088,10.0,322.0,13,50415.490000000005,1,1,1,111,Best Customer
